% Model,results1.mph
% Version,COMSOL 5.5.0.292
% Date,"Nov 27 2020, 21:48"
% Table,learning parameters - learning parameters
% r (m),phi2,PL (Pa),Dr,cL (mol/m^3),porosity (1),Thiele modulus,Peclet number (1),diffusion ratio of flow to cell phase [0.01-1],normalized intrinsic average concentration in flow domain 1 (1),normalized intrinsic average concentration in flow domain 2 (1),normalized intrinsic average concentration in flow domain 3 (1),normalized intrinsic average concentration in flow domain 4 (1),normalized intrinsic average concentration in flow domain 5 (1),normalized forward finite difference on intrinsic average concentration in domain 1 (1),normalized forward finite difference on intrinsic average concentration in domain 2 (1),normalized center finite difference on intrinsic average concentration in domain 3 (1),normalized center finite difference on intrinsic average concentration in domain 4 (1),normalized backward finite difference on intrinsic average concentration in domain 5 (1),Effectiveness factor in domain 1 (1),Effectiveness factor in domain 2 (1),Effectiveness factor in domain 3 (1),Effectiveness factor in domain 4 (1),Effectiveness factor in domain 5 (1)
6.5646E-7,88.1568,1076.44636,0.94797,1.5275,0.699147312236774,88.1568,29.11758289571993,0.94797,1.1915078738294362,0.8369945268879592,0.5944146608276625,0.4211061222405358,0.29778551020561184,0.07757461057773402,0.053081326291314124,0.045502350352474595,0.03245419536955856,0.02698501632548206,0.1463541838223677,0.11466640179689515,0.10041828671751951,0.09009538084082157,0.08272908570459012
8.0574E-7,9.03157,9078.14322,0.64551,1.3873,0.5467610681853001,9.03157,116.84930454289174,0.64551,1.3197684988266059,1.2333380487773382,1.1558288357040905,1.082399562983022,1.0126022099833865,0.0232134902742323,0.020817424447212882,0.020269529257318713,0.01923390356803334,0.01874617306864214,0.6343908050309204,0.6137771107461415,0.6012031509109337,0.5892436521160933,0.578123518726901
9.2004E-7,14.9439,19057.1232,0.094938,9.8835,0.40904994483461043,14.9439,82.83630602183136,0.094938,9.610441120335093,9.17419204735333,8.752560144207076,8.34202749177749,7.942314518776976,0.13378886570204707,0.12930607205689326,0.12760411295199933,0.1242430642034515,0.12258397455979764,0.5721232527945134,0.5599836141445255,0.5483582267757403,0.5367407308893515,0.5251025889130947
7.897E-7,28.2218,1837.09556,0.99896,8.2765,0.5646268571264608,28.2218,26.23785414064401,0.99896,6.904702674683466,4.886328154670732,3.3010069172252283,2.1321371729232967,1.325236070414828,0.5313034528180186,0.4173093937369048,0.3624974363809916,0.26004437295436217,0.21240326688364589,0.8204217439680633,0.7115076402670871,0.5912584286852859,0.4779306986790885,0.38498357341714473
6.8794E-7,49.1513,968.273751,0.7692,2.3854,0.6696011834575423,49.1513,23.184950179511052,0.7692,1.854026155130606,1.2357292527008639,0.8208455666618394,0.5407519479827267,0.3542016140114902,0.14178372368583894,0.09513836099122883,0.07968378116796586,0.05350384013104687,0.042778478917390825,0.27118026149450625,0.2123884801670145,0.17772141743518763,0.15328096225031657,0.13656878580215778
8.4308E-7,68.1375,4492.54733,0.15645,3.84,0.5037792364879463,68.1375,43.82236299273111,0.15645,3.3105724226775837,2.559860322039797,1.9519400596221004,1.4644476457517432,1.0818000488524981,0.21097011926856837,0.17084180494637058,0.15392008652082206,0.12226627337993937,0.10753417866460518,0.20146206803566874,0.17673953863313532,0.15613266189392003,0.1382505018020294,0.12307576470420563
5.8237E-7,56.1364,493.619741,0.097175,3.3767,0.7632252708438597,56.1364,16.936975110608817,0.097175,2.959511596976403,2.400491482137984,1.9389276539633165,1.5521693107825427,1.2320519491718478,0.10851884809281671,0.08960030887136036,0.08233956382204471,0.06861053403323461,0.06214224929374014,0.15676769869677118,0.13861061470386135,0.12539186053339046,0.11362622854956227,0.10320269404700588
9.2177E-7,33.3095,10140.6084,0.19978,0.3274,0.4068254659448363,33.3095,43.043333016345485,0.19978,0.2603601381078753,0.170831492101145,0.11150015469962712,0.07242951726664125,0.04690478858080027,0.02750827334320792,0.018229948958865715,0.015117331390533421,0.009923678437891837,0.007842643053582546,0.14862500997350617,0.13995952448701382,0.13469917341205995,0.13124316015875767,0.12902234019796935
9.3707E-7,52.9898,9061.47941,0.35399,3.3883,0.38697042444496027,52.9898,30.675490765114436,0.35399,2.37645699872207,1.1092906891873433,0.47116777727631964,0.18799233468064566,0.07268565675632382,0.39580784455856877,0.19932194568815428,0.14388684150959852,0.06223427344594541,0.03601680956084809,0.28282975774890984,0.2042794573167126,0.1574025497416022,0.13391931239473934,0.12380975053193441
1.0002E-6,19.2842,25614.7936,0.85862,0.63068,0.30158901859668114,19.2842,19.971292744566316,0.85862,0.2934452760890611,0.045984387083928116,0.00672463902995851,9.720931723888079E-4,1.403226852715654E-4,0.08250346039431135,0.013089200001193466,0.007503549395053603,0.0010976055346593135,2.7731228040488864E-4,0.36010517443631535,0.3120134869266623,0.3038079503362768,0.3026604087749814,0.3029709128429874
9.3493E-7,3.60004,18204.983,0.20427,4.1331,0.389767195888892,3.60004,63.72976749859794,0.20427,4.016931788977841,3.8215839500415205,3.6314837762238974,3.4457983407865607,3.2648875078251254,0.060878851685577995,0.05924345183577012,0.0585555399434566,0.05712364153567732,0.05637965502021156,0.8681487749369937,0.858505924874334,0.8482898395666552,0.8374449227596737,0.8265182185666151
6.6935E-7,11.9777,2009.24563,0.098335,8.3576,0.6872164572626495,11.9777,51.79216108773389,0.098335,8.169259747847462,7.91381330175901,7.67771445883587,7.446890921748958,7.2197249543786155,0.056994359563101886,0.05267758683686799,0.05208908250995474,0.05109254580141051,0.050684513419779545,0.5811728000563608,0.5700418466336007,0.5620607414306555,0.5543243824116765,0.5466382287786581
7.227E-7,82.9858,4338.74064,0.29035,1.4054,0.6353691008736555,82.9858,89.12706587659368,0.29035,1.2630693209099435,1.1039545985291699,0.9743948424097133,0.85931762181285,0.7570365812222044,0.03833073662152836,0.03121094524917709,0.029466523845480732,0.026180802560035445,0.024639502678286518,0.13740740375521612,0.12341799472366319,0.11695903352723323,0.1114292852968697,0.10639728276593345
7.2197E-7,21.2956,2255.03894,0.24014,5.6763,0.6361053569183152,21.2956,46.48226204894529,0.24014,5.33226058020391,4.85947125807485,4.4313113099479775,4.029247397622173,3.6525632981064167,0.1137799022991725,0.10303954591638595,0.09989945342183647,0.09370545035154194,0.09065153977579692,0.5244262401614379,0.4968786392124933,0.47530322176624984,0.45410766671233177,0.4333278174598866
9.8547E-7,67.2281,22964.7003,0.71016,6.6251,0.3220086162344595,67.2281,28.393888866523923,0.71016,3.74283701276119,0.8604909972580803,0.14283132208274585,0.021016129102701866,0.0030194856329977464,0.9468218426326165,0.23574402669834557,0.1378795497201801,0.022963395077688874,0.005911717413363105,0.41146421773740294,0.21566228118374645,0.14921796693276385,0.13664173481101816,0.13480832900765655
5.5332E-7,91.4912,1746.44942,0.88357,7.8663,0.786257888450514,91.4912,64.69029186739456,0.88357,7.1806258387311415,6.431930509798046,5.836164363260704,5.3013888301973076,4.811561765815583,0.13808936646842013,0.10988310806734727,0.10425855369278009,0.09448885153638911,0.09034370375456532,0.4125017218175085,0.35486366202804753,0.32810366910829963,0.3063101548814096,0.2869905130631495
7.2157E-7,54.7253,2982.75537,0.23647,9.795,0.6365084693324631,54.7253,61.59764250570149,0.23647,9.169085272483544,8.350200167113345,7.621214436641929,6.937690756398419,6.294121197089218,0.1969609751606583,0.17533807784541977,0.1698707359149281,0.1595984448106749,0.1547934956369134,0.4323484487453401,0.4059421370760381,0.3864146410151498,0.36768497958165697,0.3490242075259157
7.187E-7,17.0748,5410.29243,0.71329,5.1736,0.639394249007775,17.0748,113.23104193159045,0.71329,4.966983989448864,4.712443823574099,4.487935455422414,4.272279357098798,4.062082990730669,0.060979339071397874,0.053784721396872064,0.05272436700929983,0.051010027728992796,0.050356042836258,0.8043636206197959,0.7802369188308773,0.7651038494397501,0.7507668797716481,0.7369048599254636
9.4213E-7,37.3444,12260.3076,0.18888,8.129,0.38033206323873636,37.3444,38.23681323802926,0.18888,7.030687796276339,5.269344926234336,3.8230671159822975,2.674360329040502,1.7998707351210612,0.553137986050891,0.45419390445758423,0.4074688064257044,0.31768566771679946,0.2746276270397743,0.4384533132074978,0.3816960167729477,0.32813168324304476,0.2786850989195234,0.2353490265077542
9.6648E-7,82.1222,20758.7833,0.63847,9.7957,0.3478866343467961,82.1222,40.87868344336924,0.63847,6.9317014681784,3.1559724471058646,1.1981620984807704,0.3925356575606622,0.11858206075166257,1.2163888614287282,0.6307281819130603,0.44513439805994115,0.1738987524774047,0.08825689074798734,0.4887224126318418,0.3260261026506136,0.20874777198512356,0.14757003677704664,0.12408784271049307
7.3469E-7,37.2772,4302.55651,0.83961,8.8432,0.6231698734621425,37.2772,83.4277114426211,0.83961,8.23740329498786,7.47058659753483,6.797428902268887,6.164139346326027,5.572035001836978,0.18779085315058908,0.16485407571164507,0.1599722884984325,0.15004744078471988,0.14500438028421975,0.7710259873101593,0.7264518666232366,0.6940386999688842,0.6612461408600171,0.6294260594009982
8.9055E-7,58.0027,7538.89542,0.28521,5.5568,0.44632619767819626,58.0027,46.981521520145485,0.28521,4.687149910154655,3.425637377555063,2.4375655834683028,1.6859059097328235,1.1354062246616001,0.3744799953021891,0.2933091120746547,0.25821964311151585,0.19327300283088483,0.16341583151339267,0.33799321452812014,0.28755028786451725,0.24381609658131792,0.2063469701495698,0.17570827357187346
5.7162E-7,38.0027,106.204215,0.89614,0.64574,0.7718858686089481,38.0027,3.7523408048053186,0.89614,0.3319186339476498,0.08609174851616386,0.022096512557811383,0.0056604102180793136,0.001449907080273866,0.046839854750115324,0.01219365225950448,0.007662693599658515,0.001967002103844999,8.022692678774499E-4,0.14018103581873761,0.10556305922262695,0.09961721965752927,0.09810586570609965,0.0978955281812407
7.0319E-7,3.32802,2871.44268,0.90038,3.1889,0.6547905061753484,3.32802,64.46281773993051,0.90038,3.1239466714113453,3.035523601215218,2.9534159610463178,2.872319886850941,2.791993788760864,0.020726072910404913,0.019245757163456327,0.019127203317302638,0.018918409554901382,0.018828169638653816,0.9499115819977738,0.9455180930550414,0.9431902426288072,0.9409192530356808,0.9389740905879065
8.527E-7,26.1996,3412.91808,0.21468,7.9174,0.4923903322868785,26.1996,30.711795524625497,0.21468,7.066398778604726,5.7238615742173335,4.559005425101278,3.562783903533562,2.7287622561796674,0.3815938247270432,0.3310909461170869,0.30712515496534204,0.2601080583565762,0.23705675289955525,0.5335147562889975,0.4821670786509529,0.43301797815893023,0.3856597550914224,0.34117311924211746
6.2862E-7,32.7384,211.823701,0.38415,2.5928,0.7241241098327164,32.7384,6.314033109067405,0.38415,1.7114605810368748,0.7454395867557685,0.31054531914365013,0.12656792909961032,0.05110135781560792,0.20242003914166304,0.09112774483544328,0.06483918357263568,0.02718194382833898,0.01581326534684986,0.2508863698436873,0.17102969085337957,0.13371645578424166,0.11705167254648172,0.11015767427496762
7.8545E-7,90.6364,1818.3523,0.37762,3.2748,0.5693004212576348,90.6364,26.661710184982915,0.37762,2.4398445852438306,1.441136683554796,0.8294084288094865,0.4672397268862819,0.2595742032490083,0.2614783737938841,0.16016065256323447,0.12749122743588073,0.07459604874441295,0.054370295180298844,0.18996798494969416,0.1425537567741511,0.11266431302645552,0.09350700854016782,0.08198221821707642
7.3404E-7,41.1991,3086.13082,0.10352,2.564,0.6238363619945357,41.1991,60.032566000776924,0.10352,2.3973445619179006,2.179864241455712,1.9870465920349178,1.808035872628235,1.641679828314944,0.053213084810688274,0.04717862246027994,0.04548948264235354,0.04225216987350159,0.04070399692257604,0.18627612262477927,0.17581735818246239,0.16890201676285474,0.16216748524203525,0.15584436402172702
9.5655E-7,49.8805,17120.8768,0.34514,7.9126,0.3612179394183258,49.8805,41.269984846967496,0.34514,6.371211930620968,4.053494526848688,2.397919115152924,1.3143309547657107,0.672077789795678,0.7390041941927914,0.5278802200191943,0.4366911524793286,0.2751422532950789,0.2047824216506949,0.46900159782453205,0.3763262732093549,0.29425837451939163,0.22832829072814595,0.18210376328196592
9.0685E-7,37.1638,2086.52812,0.12804,9.0778,0.4258726003982705,37.1638,10.766216058561662,0.12804,6.491789598657842,2.901971278587343,1.0371525253022786,0.3015957496264862,0.0776153682712802,1.0851422478519774,0.5637036288055203,0.39302509140635883,0.14502604514226017,0.06770553627732287,0.35174292371554,0.23861837929941052,0.15727733098618918,0.11627721940587368,0.10200688290709332
7.9633E-7,9.17022,6674.25055,0.49813,1.4806,0.5572857377704711,9.17022,91.39854231181879,0.49813,1.4026687057389042,1.300227783376997,1.2082714911224173,1.1214920459380662,1.0395269446904583,0.02719225990148584,0.02440918473702984,0.02372210496579064,0.02239605744336032,0.021757089692169204,0.5896666012075338,0.5685640619026927,0.5549510220931576,0.5416404765778915,0.5290184413835234
5.0449E-7,42.9044,1760.82833,0.91359,9.8514,0.8223183890590839,42.9044,72.91946538394566,0.91359,9.367905752396718,8.807149188227461,8.341213250123264,7.909229106999033,7.497414085671223,0.09429869301924944,0.07835334047139546,0.07549861696315499,0.07094804007906837,0.06925218670322222,0.7366363617097919,0.6865420960983546,0.6598953798413292,0.6383456513680247,0.6192830389077557
7.9086E-7,14.9295,3661.96236,0.010365,0.10926,0.5633468678388858,14.9295,51.9225099148719,0.010365,0.10547861890339356,0.10002756873345522,0.09493731272840555,0.09009647689409021,0.0854883473148092,0.0014370058457991452,0.0013418932880511938,0.001309017215346702,0.0012454681311661357,0.0012147951196900609,0.06937722463333915,0.06835983126309617,0.06865016214877637,0.06825119468348895,0.06825491171918265
5.7423E-7,67.8292,1729.06654,0.52346,4.4849,0.769797988122521,67.8292,60.663831097410345,0.52346,4.104011384550611,3.679312702030758,3.336611141340089,3.028138778461684,2.744790976552054,0.08129157482112505,0.06559650573180094,0.062320600355178196,0.05664014887103889,0.05423560276352233,0.30609487140264924,0.2683665261803178,0.25053614415254105,0.23576162079181015,0.22228742085247535
7.1494E-7,49.3426,1410.02905,0.16604,5.3801,0.643157518446334,49.3426,30.024152759585593,0.16604,4.79252980093822,3.97952381420727,3.2861264293367984,2.6881228256226475,2.178311448498185,0.19375016671780843,0.16524584211309828,0.15387903712978165,0.13200354040012635,0.1214948486537877,0.2786483975287922,0.24982589805945102,0.22629776930495246,0.2044814218073118,0.1846032634997846
9.0589E-7,52.7082,7260.33126,0.74162,2.8512,0.4270875104072025,52.7082,37.90519710092519,0.74162,2.0143104353567964,1.0090257853891196,0.4785956739778821,0.21911065695890178,0.09842348528626321,0.3035591038530729,0.16017044454210863,0.11926270261560834,0.05739903066897511,0.03644310064884219,0.33736665222015677,0.24802934043255254,0.19523397059541886,0.16698348474278987,0.1532421034634274
6.0598E-7,8.2008,639.838073,0.53564,6.4626,0.7436378291590189,8.2008,20.487548311194878,0.53564,6.103180335513944,5.567390636170497,5.062487918768579,4.577477674843104,4.115256740920646,0.10822594733604723,0.10198698289707138,0.09997790938419561,0.09566719152538175,0.09336554717944368,0.9128350417496406,0.8947612693021171,0.876522239255448,0.8552155469552016,0.8321150841504357
6.3734E-7,54.2757,2645.83368,0.040415,2.1306,0.716417314467463,54.2757,76.59826661477112,0.040415,2.0453828166098877,1.94102438319128,1.8508083193984437,1.764689759810647,1.6814330398281092,0.022170601318338506,0.01916610203257541,0.01873085147756876,0.017991606780226165,0.017687612637890215,0.10957379165191057,0.10530532471852634,0.10335642850219821,0.10168734942967314,0.09992744377474429
8.6939E-7,30.2953,12204.0442,0.13614,0.20472,0.4723248528786177,30.2953,94.35679772345924,0.13614,0.1875141812674537,0.16446301497792143,0.14455318591293806,0.1269504296600623,0.11143864114532892,0.006680151153485487,0.0057698020969352976,0.0054355110915822605,0.004798242345918618,0.004495264605608014,0.127749770268102,0.12453667635399489,0.12301024656541536,0.1216718374516817,0.12061249421473016
8.9666E-7,45.5586,16012.5558,0.081302,9.8674,0.43870270206103185,45.5586,93.21165696342618,0.081302,9.472005578919774,8.876657018245368,8.311968572440591,7.769855074659629,7.24881373786483,0.17794174680477096,0.16877784727177028,0.1654041717892647,0.15888140232845036,0.15573230835014162,0.3191626797483652,0.30861267202506215,0.2987470892507562,0.28911828044157734,0.27959886606420864
9.0063E-7,39.6648,6730.35888,0.21136,2.3897,0.43372136391666066,39.6648,37.42040044441764,0.21136,1.9530273088800842,1.331109664312075,0.8834011231648029,0.5722065534909296,0.36343969894233946,0.18670589607576207,0.13440658113782256,0.11391515144980803,0.07804880958291288,0.06267389740403226,0.24277045691061838,0.2066264415404439,0.1786546087942519,0.1573593401470704,0.14206061506299453
5.6121E-7,33.805,323.705274,0.36325,9.329,0.7801187684142872,33.805,11.75329288490373,0.36325,7.997376577212155,6.1314337903576925,4.624544904782193,3.420419366290535,2.4845982099628188,0.3490619171368642,0.2818937038246086,0.25357473415512155,0.2001599140999302,0.17506406371422586,0.5461277181833714,0.4633558974380771,0.39396780924713903,0.3311915840214017,0.27684805682527924
8.5208E-7,64.3555,3694.39345,0.56013,7.8721,0.4931282320826277,64.3555,33.42236131854383,0.56013,6.188129164947025,3.8903129897449817,2.313750139958866,1.3065653646917326,0.7084304870746926,0.6526410688553856,0.4477858910152512,0.3669266127258954,0.22797679497159112,0.1698862555066425,0.46427784415702855,0.35928609961874763,0.273451209629954,0.20824100412684407,0.16418055704724605
5.7957E-7,44.6741,1494.12199,0.10087,0.83757,0.7654965948594494,44.6741,51.6642821901116,0.10087,0.7810710852159858,0.7148055811179015,0.6595892686583589,0.6090010158368618,0.5619461992373133,0.012801832736708905,0.010667239404059038,0.010220191983322026,0.009431832290725901,0.009090520018866791,0.11052469553761277,0.1027412406053459,0.09976817481384365,0.09739692955672481,0.09535834343071298
9.355E-7,36.3679,17297.4713,0.95938,2.3508,0.3890228861969319,36.3679,60.018277035748795,0.95938,1.8191319265303862,1.1180827972068668,0.6643376265441076,0.3840695835097845,0.2179633036549135,0.21861048682738415,0.1414928690516704,0.11444489356893674,0.0695971965104735,0.051797474934743924,0.44791492440865094,0.36572542188769985,0.3068864560838199,0.2670227462127925,0.24192109516590382
6.2864E-7,25.2806,289.155824,0.43418,6.9641,0.7241065551714735,25.2806,8.618570392400878,0.43418,5.469306309832045,3.4053323978821104,2.009695575047168,1.1334173473070728,0.6185490110932728,0.43249885333606897,0.2924510441023194,0.23803611289891527,0.14575506266066277,0.10788894362581442,0.5623808588685404,0.4327498624326787,0.3282117995150533,0.25093187245063586,0.2002068378745689
9.8065E-7,51.1025,7368.42568,0.96371,1.0149,0.3286245998063985,51.1025,10.368543644684564,0.96371,0.2468646932713512,0.002577767951693907,2.414204867539576E-5,2.2556356035876606E-7,2.0731763601006766E-9,0.07985332443824064,8.347377472650345E-4,4.212778238205274E-4,3.945477828854887E-6,7.30552816894304E-8,0.18544002421833405,0.15348869110986635,0.15316770675035069,0.15331618590336699,0.1553374906002125
1.0169E-6,21.8931,3168.21118,0.59314,8.1164,0.27807205432024024,21.8931,1.2238736209707222,0.59314,1.3185683263359858,4.830879194840593E-5,7.892065315273486E-10,1.320101745613965E-14,2.1436029481533078E-19,0.4469343352801772,1.637480266273736E-5,8.18753508648498E-6,1.3375735361536298E-10,4.474632222721537E-15,0.2629922768175812,0.2194141560088919,0.2289422252051242,0.2207137690701059,0.22069317479329997
8.7557E-7,44.1093,6762.72671,0.88872,1.3835,0.46479630338220124,44.1093,49.24395129690339,0.88872,1.049214092417406,0.6450980726441908,0.39152397624803215,0.2347425278313628,0.13973182017094948,0.11794395447761136,0.07400729052719489,0.059882500728627976,0.03674360968273521,0.02772950843540936,0.2934579146351037,0.24287561078570183,0.21213008490957788,0.19216200355408466,0.1798248163472839
7.2459E-7,41.5765,2152.30038,0.76849,7.0552,0.6334594467083777,41.5765,43.820616686364154,0.76849,6.210100293192076,5.109192712843468,4.1890466643880195,3.4020569417354025,2.736476421750182,0.2659022078815992,0.22224287508344445,0.20616225139786554,0.17541964535215845,0.1607576629920303,0.6103065110399122,0.5393253788811289,0.4832919336365816,0.4310289699647986,0.3829583913068519
6.466E-7,61.6024,227.264612,0.12452,7.5005,0.7081170281280231,61.6024,6.37203363252786,0.12452,5.477259558673988,2.826296617287525,1.3148837197136607,0.5629500274593547,0.22924070389768983,0.5713708793001624,0.32575985985708683,0.24391331749714912,0.11699612900443446,0.07192548287165751,0.22363732423042793,0.15532756873567116,0.10802827401363346,0.07972303473463309,0.06558240856968865
8.221E-7,16.6181,3806.19758,0.25385,3.7901,0.5281688000452572,16.6181,43.6540976012585,0.25385,3.479975407324129,3.0187253144020785,2.606453397498966,2.2363580898775055,1.9066161705490399,0.12639790046373928,0.11297624762868295,0.10719734921360857,0.09588936404592237,0.09036027729331053,0.5061544983635475,0.47324930577037755,0.44382127797882404,0.4155349173982411,0.3888532037724415
9.2561E-7,60.8727,4230.43674,0.84995,8.5744,0.4018729621057846,60.8727,17.01318465679905,0.84995,4.568794795861979,0.8670912090963235,0.11468248940469547,0.013667075918271099,0.0016036141684785143,1.1421112856487192,0.23214567834458927,0.13165631865182287,0.017444489617899128,0.0037220202767418386,0.4795612873786933,0.21962571336493483,0.14517777297246268,0.13418530992681538,0.13289784582349154
8.2699E-7,86.62,8098.95481,0.34407,1.1293,0.5225390310336261,86.62,89.58835418315522,0.34407,0.9710890810443092,0.7839405401436162,0.6352496064927707,0.5131591692856174,0.4134830878333292,0.051589990613154696,0.04098863840663758,0.03732224764764274,0.030566448877695256,0.027477040866742616,0.13643706964492297,0.12234462801236262,0.11412691087869595,0.10718164558183328,0.1013176442217073
1.002E-6,47.9731,18028.5461,0.87232,5.439,0.299072979872274,47.9731,13.17533555978744,0.87232,1.7945660757966635,0.047645330318647566,7.315196006051869E-4,1.0994423278278457E-5,1.6497710251325507E-7,0.5834715289896574,0.015669212779826157,0.007954934094526672,1.221362221249465E-4,3.6170350227055776E-6,0.34181082136622687,0.1696634830952965,0.16385298349975744,0.16374972128257134,0.16401255113076132
6.3013E-7,41.9243,593.964238,0.34626,9.6538,0.7227971621823639,41.9243,17.616782773212055,0.34626,8.36686212146271,6.576913253351669,5.101494495441485,3.888605668074967,2.9146893110472067,0.37596682675427,0.3099018739739814,0.28233054311840133,0.2296619251403944,0.2045646380179675,0.5117261857626995,0.4417043673362399,0.3826138586387841,0.32795762565328157,0.27914907531264155
9.0631E-7,29.8715,13396.563,0.17364,4.6116,0.4265561456145646,29.8715,69.58369509011406,0.17364,4.257023071545755,3.7144234688397995,3.225058053715806,2.7825629583815044,2.3850489220220155,0.16392114864281163,0.1478389231270089,0.14075908320557623,0.1268847793575665,0.12009031543098946,0.3696714856518105,0.34603517654970445,0.32438291582783235,0.3035230564613757,0.28369627184773777
5.6233E-7,12.9153,1661.26991,0.50756,6.2556,0.7792402640562391,12.9153,60.14474587987069,0.50756,6.050528847136594,5.792945950861355,5.566865418945894,5.3503828343963304,5.13888564523091,0.0482821966874849,0.04237728850400716,0.04147775288029625,0.04011097769219117,0.03964373812779701,0.836315361766946,0.8142595127218745,0.8009393638869521,0.7889192531069528,0.7778979539710579
8.4295E-7,2.63406,813.840594,0.39938,8.5373,0.5039322557168407,2.63406,7.947006560204058,0.39938,7.989249993630403,6.985344376072733,6.005262688458343,5.055118756656971,4.148741177159299,0.2820807467734125,0.27538661952485016,0.2711806143144195,0.2608258013249215,0.2546769935458542,0.98406044770859,0.9803511441816755,0.9746815292709311,0.9663030306818763,0.9549946420428619
8.1673E-7,42.1374,5465.04531,0.43742,9.1923,0.5343127200161797,42.1374,65.15285236690595,0.43742,8.419719594664429,7.3387815679624095,6.372015588575684,5.491540988257029,4.695192393380567,0.29427817151611335,0.26319559278150667,0.25144946644379595,0.22825196803528475,0.21680059596448426,0.6092478022987335,0.5656505907783204,0.5273353088930502,0.4894523568866465,0.452302338399246
6.9832E-7,17.7186,1649.45514,0.94836,8.4747,0.6595555019624754,17.7186,37.81535757829164,0.94836,7.883978482207499,7.035615755530112,6.248271503948611,5.501157855682014,4.80069212840571,0.19747621976445084,0.1832727459214647,0.17859044010365394,0.16847893825485308,0.16304974222386295,0.9186686534276334,0.8949652946866588,0.8696001568854388,0.8383557702428387,0.8032776654147726
6.9249E-7,1.4901,4130.8766,0.73779,7.6751,0.6652162486135607,1.4901,97.06574121650334,0.73779,7.649891022721499,7.6174714605784875,7.58784844141417,7.558502705493266,7.52929962449685,0.007483407529471281,0.006837881513699339,0.006805878868160799,0.006757411704512545,0.006740947186402833,0.9925235393918841,0.9922726647244037,0.992212821751794,0.9921732635691596,0.9921716761734377
8.8232E-7,38.4022,4695.4017,0.43065,3.1552,0.45651244191747287,38.4022,31.93492929920992,0.43065,2.4321928919859017,1.4612863238232947,0.8389319616919314,0.46432324687968296,0.2505791267785981,0.2855500944070771,0.18303856693191484,0.14660674367481458,0.08651924555012205,0.06286357068252972,0.35382684929111097,0.28046886018822875,0.22736878840342506,0.19157059909523141,0.16957090548553647
1.0155E-6,58.7831,12130.0443,0.17544,8.0696,0.2800584903364219,58.7831,5.022462976810772,0.17544,2.0669251709006327,0.00686622123097361,8.618921996323667E-6,1.0545872643176771E-8,9.991045704572582E-12,0.6973299544631796,0.002321298381588811,0.0011621061584533385,1.458750856893295E-6,3.5663959207443393E-9,0.1542870379817531,0.0737634632577857,0.07347514404671425,0.0750422439907922,0.07357668749956665
9.1033E-7,7.05601,16525.7276,0.14725,7.819,0.4214577646433571,7.05601,81.65559855639493,0.14725,7.642026782650967,7.361225262760614,7.088024880114085,6.819528121064878,6.5559798252291035,0.08520734920059482,0.08290083477820512,0.08218719316664658,0.08072276246890747,0.07997197338272692,0.8156006185637897,0.8049829862683039,0.7944662266114992,0.7837206684059017,0.7729765259629312
8.2941E-7,40.9704,2977.20762,0.9121,2.7565,0.5197405784885588,40.9704,32.337804075767,0.9121,2.0643494711986756,1.2167005294204412,0.6971154766499708,0.3908538143161595,0.21615454797971945,0.2343495029334285,0.14364967953945196,0.11416092066244038,0.06648563397473219,0.048299106164035585,0.3910334063408326,0.30155705419449713,0.24356955897929872,0.20639213496210568,0.18430021243197167
9.3797E-7,60.3562,20663.0811,0.91813,5.6939,0.38579230206712295,60.3562,68.95701841064816,0.91813,4.538119037050604,2.9420490067442104,1.8203898547289756,1.078077288379246,0.616693129656751,0.4990219354421628,0.3506942116052432,0.2913915921124643,0.1881719028693324,0.14425483311897952,0.5231197342344228,0.4195674668247993,0.3335790191624411,0.2667691048668611,0.22003742605125645
1.0055E-6,43.8306,3303.93285,0.50987,9.2257,0.29416773200954416,43.8306,2.115059119236927,0.50987,1.4945941066360526,3.093563078894193E-5,2.644513290910882E-10,2.2648936887591736E-15,1.938400581347723E-20,0.5009277561485975,1.03685036174899E-5,5.184296126000626E-6,4.431763523026642E-11,7.591103711431677E-16,0.1827538049481034,0.10405128112142105,0.10734235913211174,0.1040546717843284,0.104089448024834
5.4343E-7,28.5199,97.71395,0.47823,4.8283,0.7938304235252995,28.5199,3.710313555373917,0.47823,3.0903882043915805,1.2131991963581232,0.4434463720404321,0.15708605453343466,0.054994708069672785,0.3400402742118739,0.1394355924396543,0.09565392744363174,0.03518271462527162,0.01849316680293404,0.3630807259219474,0.21464587819965888,0.14762945559153096,0.12084789353234286,0.11121518956218315
9.5545E-7,76.8454,21281.5774,0.85111,0.93433,0.3626862500114435,76.8454,52.39044637625684,0.85111,0.5884767841026348,0.2354389957395352,0.09179868641105181,0.03532353137686711,0.013528617228011618,0.11243665163050785,0.045747044515966485,0.03186672007088521,0.012463856266822627,0.0069413169078413285,0.18861864613385868,0.1516986868401982,0.13704363475684916,0.13112743345743624,0.12884106295005934
8.4941E-7,22.9524,1255.01401,0.53554,1.2795,0.49629982924989385,22.9524,11.615026039909155,0.53554,0.7391561162556641,0.22178744944866186,0.06243563080115886,0.01720546893751996,0.004713099378177654,0.14648603975751195,0.04511834275912518,0.028962330010994842,0.00817168256933241,0.0035370478758003157,0.3018800251230652,0.2289966948287143,0.20517925224310982,0.19823294280981718,0.1964706097326394
